;EAN;Désignation;Stock;PVC;;
False;3601029902800;VELA NÚMERO 3;18;0.75;;
False;3601029902770;VELA NÚMERO 0;26;0.75;;
False;3601029902787;VELA NÚMERO 1;22;0.75;;
False;2326519000000;MR GORGONZOLA MASCARPONE;0;12.95;;
False;3039660006555;6 TARROS 350G FA WISS;3;15.95;;
False;6935364032258;TPLINK PLC + WIFI AC600;2;69.90;;
False;8410184030311;SOS ARROZ ECOLOGICO 1 KG;8;3.65;;
False;8410184032810;SOS ARROZ ESPECIAL PAELLAS 1 KG;6;3.75;;
False;8410184032438;BRILLANTE ARROZ INTEGR 8MIN 750;16;2.25;;
False;9788408147794;OSITO TITO SAFARI DE DINOSAURIO;1;9.95;;
False;9788408147800;OSITO TITO AVENTURA SUBMARINA;1;9.95;;
False;9788408158080;OSITO TITO VAMOS AL ZOO;1;9.95;;
False;8710522632666;$? CH TRESEMME LISO KETATIN 685;54;5.69;;
False;8710522632680;$ CH TRESEMME REPA & FORTAL 685;51;5.69;;
False;8710522632659;$ ACOND TRESEMME LISO KERAT 685;34;5.69;;
False;8710522632673;$ ACOND TRESEMME REP&FORTALE ;43;5.69;;
False;5449000221582;=$? COCA COLA ZERO ZERO 4 X 2 L;67;8.08;;
False;6957221274496;TETERA 750 ML INOX;1;7.95;;
False;3256390167008;TAZA BISTROT COLOR;17;2.50;;
False;3256390167794;MUG BISTROT COLOR;14;2.95;;
False;3256390167015;$JUMBO BISTROT ;13;2.50;;
False;3256390167800;$MUG BISTROT;8;2.95;;
False;8410843105268;$ ? # SOLOMI POLLO EMP POZ 415G;23;6.15;;
False;4047008017971;DR OETKER PERLITA CHOC BL.B-100;12;3.95;;
False;4047008009426;DR OETKER AROMA VAIN.MADAG 35ML;9;4.89;;
False;8430624430495;BBDETECTOR 2XHUMO MINI;2;20.00;;
False;8412955060367;TABLA PLANCHAR SOBREMESA;3;17.95;;
False;8420209039434;$ CONQUISTADOR ROSADO 1 L.;67;1.20;;
False;5906874996010;PERGOLA DOBLE ARCO 60X160X228CM;24;46.95;;
False;2323391000000;NOEL PECHUGA RECETA CLASIC ;2;10.99;;
False;8421676203458;BBCOLGANTE E27 D=26CM FRESA;1;10.00;;
False;8421676258458;BBCOLGANTE E27 M.CITY D37 FRESA;3;18.00;;
False;8421676258465;BBCOLGANTE E27 MCITY D37 AGUAMA;1;18.00;;
False;8421676258144;COLGANTE E27 M. CITY D=37 CREMA;2;29.95;;
False;8421676258403;COLGANTE E27 M.CITY D=37 ANTRAC;2;29.95;;
False;8421676258137;COLGANTE E27 M.CITY D=37 MOSTAZ;1;29.95;;
False;8421676258755;COLGANTE E27 CITY D=37 CM INOX;3;29.95;;
False;8410055026009;$# FONTER C/GAS 50 CL.;220;0.79;;
False;4042448217431;CINTA DOBLE CARA POWER 5MX19MM;27;16.75;;
False;8480012021590;$ IFA BATIDO FRESA BRICK 6X200;16;1.55;;
False;8480012020562;IFA LECHE ENTERA S/LACT X BR 1L;107;1.03;;
False;8422466489137;PINTURA EXP INT+ANTIMOHO 750ML;7;6.65;;
False;7318682040041;BBPATIN LINEA AJUSTAB TAL30-33;1;69.95;;
False;3048095002438;PINZA PELUQUERO REF 243;5;2.60;;
False;3048095002490;PINZA PELUQUERO REF 249;4;3.70;;
False;3048095002506;PINZA OCTOPUS MM REF 250;7;5.10;;
False;3048095002667;CINTA NEGRA ESENCIAL REF 266;9;2.10;;
False;3048095002674;CINTA PARACAIDAS REF 267;3;3.10;;
False;3048095002704;PINZAS PELUQUERO ESENCI REF 270;7;2.10;;
False;3048095002759;PINZA HORCA GM REF 275;6;5.10;;
False;3048095002803;PINZA PELUQUERO ESENCIA REF 280;8;2.10;;
False;8410793023841;ESTRELLA DAMM 6 X 25 CL.;2;4.05;;
False;3600523625765;$? C.S.ELVIVE COLORVIVE 300 ML;51;4.20;;
False;3600523625734;$? C.S.ELVIVE TOTAL REPAIR 300;40;4.20;;
False;3600523625796;$ C.S.ELVIVE ACEITE EXTRAOR 300;17;4.20;;
False;3600523625741;$? C.S.ELVIVE DREAM LONG 300 ML;44;4.20;;
False;9400005293055;ENVASE POLLO BASE+TAPA ;360;0.46;;
False;9788408193586;GS 71 A LA CAZA DEL LIBRO DE OR;1;9.95;;
False;9788408193562;TS 30 PRINCESAS EN VIENA;1;13.95;;
False;9788408193579;TEA STILTON 28 VIDA EN RATFORD;1;8.95;;
False;5602225693187;BOBINA HILO-MGD-P/APARAD 69249;8;2.95;;
False;8412771023416;EUROP.CLASSIC TE A4+100H 5X5MM ;11;17.95;;
False;4005900388476;DEO NIVEA FRESH NATURAL 150 ML;7;2.95;;
False;2326467000000;$? VILLA ROM QUESO CABRA MINI;27;22.83;;
False;8434165530591;CUETA TOSTARICA OCEAN.CUCH 320;69;3.29;;
False;9788491079323;FUTBOLISIMOS 14;2;12.95;;
False;9788499742823;DICC ESCOLAR VOX LENGUA ESPAÑOL;4;22.95;;
False;9400005311605;MESA AUXILIAR TAMESIS NEGRA;2;21.15;;
False;7613036226868;$ GOURMET G GOLD FONDAN POLLO85;96;0.85;;
False;7613036227124;$# GOURMET G GOLD FOND ATUN 85 ;128;0.85;;
False;7613036142861;GOURMET G PERLE DELI.POLLO 4X85;25;3.15;;
False;7613036142588;GOURMET G PERLE DELI.SALMO 4X85;31;3.15;;
False;7613036118170;ONE P MINI ACTIVE POLLO-ARR 3 K;5;15.75;;
False;8714100691069;V MAGNUM INTENSE DARK 3X74 G;24;3.99;;
False;8714100637562;V MAGNUM MINI INTENS DAR6X44;24;4.99;;
False;0889698208567;FUNKO POP VINCENT MAXIMILIAN;1;19.90;;
False;3228021180137;? PRES RULO CABRA ST MAURE 180G;10;3.78;;
False;8480012025949;BAJA IFA PAT.FRI.SABOR HUEVO FR;55;1.09;;
False;8412776421781;BB HULE ANTIMANCHAS ARIZONA ;6;10.95;;
False;8421860100525;$? GAZA ENTERA 3X200 ML;107;1.15;;
False;3546698231557;CUBERTER 24 PZAS  JET LAG SABL;7;39.95;;
False;7613036426909;SOLIS ECO TOMATE FRITO FR-350;22;2.85;;
False;0889698274173;FUNKO POP THE WILL;1;14.90;;
False;8423490265001;**ARMARIO WIC  JUVENIL AZUL ;1;157.94;;
False;8423490264783;ESCRITORIO DESPLAZABLE ROBLE/CA;2;109.95;;
False;8423490263762;MESA MULTIFU.EXTEN.ROBLE CANADI;1;179.00;;
False;8423490265100;SALON TV BELUS BLACO/ROBLE CANA;1;179.00;;
False;8423490264400;ARMARIO 3P Y 3C BLAN- ROBLE;3;199.00;;
False;8480012024805;KADO BROCHA  111 DUO FIBRE (MOF;35;4.00;;
False;8480012024812;KADO BROCHA 114 FOUNDATION (FLU;71;4.00;;
False;8480012024829;KADO BROCHA  113 FACE BLENDER (;37;4.00;;
False;8480012024843;KADO BROCHA 115 ANGLED CONTOUR;27;4.00;;
False;8480012024850;BAJA  BROCHA 117 KABUKI (POLVOS;6;5.00;;
False;8414793561990;BOTELLA 50 CL TRANSPAR QUID;15;1.95;;
False;8414793562010;BOTELLA 50 CL AZUL TUR QUID;21;2.50;;
False;8593410033031;COPA FLAUTA 20 CL LEXA LUMINAR;48;2.95;;
False;8593410033048;COPA VINO 36 CL LEXA BOHEMI LU;30;3.50;;
False;8593410033055;COPA VINO 45 CL LEXA BOHEMI LU;32;3.95;;
False;8593410033062;COPA VINO 58 CL LEXA BOHEMI LU;6;3.95;;
False;8013183085346;SET ARMARIO RESIAN ALTO +BAJO;5;119.95;;
False;7322541017495;HIG COLOGA ULTRA SUAVE XXL 24R;113;14.95;;
False;3601029862661;SE 1 BOLIGRAFO RETRACT.NEGR PF;26;0.45;;
False;8712000311018;>>HEINEKEN 0'0 12 X 33 CL.;8;9.59;;
False;8412598004278;ESTRELLA GALICIA 24 X 25 CL.;115;13.99;;
False;8436018201856;FREIDORA COMELEC FR3082 2 LITRO;3;30.90;;
False;8412176018017;FAUSTINO RIVERO SELECCIÓN 75 CL;20;4.99;;
False;3254474008445;>>G.VERDE MAIZ CLASIC DULC2X140;7;2.19;;
False;8411211900058;$? ALIÑO VINAGRE VINO FRAM 250;21;2.25;;
False;8411211900072;$ ALIÑO VINAGRE JEREZ 250 ML;8;2.39;;
False;8411211900942;$? ALIÑO VINAGRE P.XIMENEZ 250;28;2.99;;
False;8411211900195;$ ALIÑO VINAGRE BALSAM.MODEN250;23;2.69;;
False;8411660170293;$ SANYTOL PISTO ELIMA/OLOR 500;22;3.95;;
False;8436533734525;$ DEORO SANDW SUMUN MIXTO ;11;2.00;;
False;8436533733603;$ DEORO SANDW SUMUN POLL CURRY;19;2.00;;
False;8436533734563;$ DEORO SANDWICH CLUB ;13;2.00;;
False;3601029906921;SE SECADOR DE PELO DE VIAJE 20;6;12.95;;
False;3601029907911;SE PAQUETE 20 TOALLITAS LIMPIE;14;1.99;;
False;8711406022207;LA TRAPPE QUADRUPLE 33 CL.;9;2.35;;
False;8424099006231;FUNDA TRASERA IMPERMEABLE PERRO;8;12.75;;
False;8414784040916;WES SALCHICHAS COCIDA BOCKWURST;5;3.39;;
False;8414784040954;WES SALCHICHAS COCI BRATWURST;6;3.39;;
False;3601029896932;$ SE 50 SERVILLETAS ROJO 33CM;80;1.50;;
False;3601029896802;$ 50 SERVILLETAS BLANCA 3C 25CM;23;1.95;;
False;8480012009000;$? IFA ACEIT RELLENA ANCHOA 150;1468;1.05;;
False;8427973128036;FORRALIBROS ADHESIVO 1.5X0.50;80;1.90;;
False;8427973128050;FORRALIBROS ADHESIVO 3X0.50;4;3.80;;
False;8429640101007;BOTE SILICONA LIQUIDA 100 ML;7;4.25;;
False;9427073208279;SILLA ESTUDIO ISABELA NEGRO;4;119.00;;
False;9427073209092;BBSILLA VICTORIA GAMI AZUL/NEGR;4;169.00;;
False;9007371342365;BBSOBREMES PIE AZUL  Y MADER;3;10.00;;
False;8480012022139;$IFA NATA MONTADA TARRINA 215 G;44;2.30;;
False;8056379061601;J18 RXR S1- BOT BLASTER SURTIDO;7;29.95;;
False;0088004023492;FIREBALL 70 CL.;7;13.45;;
False;3045670044159;BOLSA 925;19;1.99;;
False;5400338078149;BOMBA SUMERGIBLE 200W AG.LIMPIA;3;39.99;;
False;8431687401040;PORTATODO IMPERMEABLE;14;2.30;;
False;8435326612842;PIZARRA VERDE 30X40 M/MADERA503;3;5.50;;
False;8435326612859;PIZARRA VERDE 40X60 M/MADERA503;4;7.99;;
False;8410109003253;VALOR POSTRES CHOCO PURO 200G;22;3.99;;
False;2321620000000;$ # ? CHORIZO AL HUMO DE  EMCE;17;9.09;;
False;2321622000000;$ ? FIAMBRE DE LOMO ADOBADO EMC;13;9.59;;
False;9788490430040;BUSCAPISTAS 3 EL CASO DEL ROBO;2;6.95;;
False;9788490430057;BUSCAPISTAS 4 EL CASO DEL CEMEN;2;6.95;;
False;8414100301141;$# SCHWEPPES TÓNICA 1 L.;236;1.99;;
False;8414100302742;$#? SUNNY CALIFORNIA 1.25 L.;73;1.89;;
False;8414100302643;$#? SUNNY FLORIDA 1.25 L.;120;1.89;;
False;8414100302841;$# SUNNY FRESA 1.25 L.;64;1.89;;
False;3142761480435;2 ESTROPAJO C/ESPONJA KH-7;37;0.45;;
False;8712561521840;DOVE MAXIMUN STRESS CONTROL 45;31;4.35;;
False;3601029817005;$**BLISTER MINAS 2X12 HB 0.7 MM;36;0.95;;
False;8437002702069;$#? PARDEVALLES TINTO 75 CL.;184;6.35;;
False;3550190401004;HERMETICO CUADRADO 11CM LYS AZU;22;2.95;;
False;3550190200959;ENSALADERA CUADRADA 23CM LYS AZ;1;8.95;;
False;3118224068403;LOTE 6 CUCHILLOS BISTEC ECO;9;2.95;;
False;0194735176618;J25 BARBIE CHIC SURTIDAS;28;9.95;;
False;8410297115363;$? CLAS S/LACTOSA 0% 1 L;209;1.28;;
False;3166291746427;DUCROS SAZONADOR CARNES 17G;9;2.79;;
False;3166291746489;DUCROS SAZONADOR ENSALADAS 18G;11;2.79;;
False;3166291746434;DUCROS SAZONADOR ESPAGUETIS32G;11;2.79;;
False;3166291746441;DUCROS SAZONADOR PESCADO 40G;9;2.79;;
False;3179142898428;VAHINE FONDANT BLANC BOLS-250;8;4.25;;
False;3179142762507;? VAHINE VELITAS DE DISEÑO;17;3.45;;
False;3254474010158;BAJA G.VERDE MAIZ ECOLOG 2X140;6;2.99;;
False;8424730008167;EAU DE PERFUM CARAVAN 150 N.82;15;9.95;;
False;8424730008181;EAU DE PERFUM CARAVAN 150 N.34;17;9.95;;
False;8424730008198;EAU DE PERFUM CARAVAN 150 N.35;19;9.95;;
False;8424730008204;EAU DE PERFUM CARAVAN 150 N.36;18;9.95;;
False;8424730008211;EAU DE PERFUM CARAVAN 150 N.37;16;9.95;;
False;8424730008228;EAU DE PERFUM CARAVAN 150 N.38;17;9.95;;
False;8424730008235;EAU DE PERFUM CARAVAN 150 N.39;19;9.95;;
False;8424730008259;EAU DE PERFUM CARAVAN 150 N.80;22;9.95;;
False;8424730008983;EAU DE PERFUM CARAVAN 150 N.42;27;9.95;;
False;8424730004923;EAU DE PERFUM CARAVAN 150 N.70;18;9.95;;
False;8424730004930;EAU DE PERFUM CARAVAN 150 N.11;29;9.95;;
False;8424730004947;EAU DE PERFUM CARAVAN 150 N.12;25;9.95;;
False;8424730004954;EAU DE PERFUM CARAVAN 150 N.13;21;9.95;;
False;8424730004961;EAU DE PERFUM CARAVAN 150 N.14;24;9.95;;
False;8435092410734;OLLA SUPER RAPIDA VELOCE 4L;5;57.95;;
False;8437017909033;CIEGAS 220 GR;38;3.49;;
False;8011410181656;FLAIL BACKPACK SEVEN ;2;42.95;;
False;8011410181724;MOCHILA  SEVEN PUNK;4;42.95;;
False;8412346000026;JR SALSA CHIMICHURRI 1 LITRO;2;4.99;;
False;8414778210554;BANDOLERA CMP LONDON;2;19.95;;
False;8413700438264;? CARMEN CARDAMOMO 30 GR;13;4.45;;
False;8413700444265;? CARMEN ENEBRO 30G;19;2.55;;
False;8426617005627;# HARIBO STARMIX 150G;42;1.60;;
False;8717418422806;DVD JAKES PIRATAS JAKE CONTRA G;3;10.90;;
False;3600541361249;S.N.F.ESSENTIAL DESMAQ BIF 125;8;3.75;;
False;3600541358485;$? S.N.F. AGUA MICELAR 400 ML;59;4.95;;
False;8411300566196;? TINTE EXCELLENCE 10 E/P;6;8.65;;
False;8411300565021;$? TINTE EXCELLANCE 3 ;13;8.65;;
False;3600520983851;CASTING CREME GLOSS 515 MOKA;2;6.49;;
False;3600520983882;BAJA CASTING CREME GLOSS 550 A;13;6.49;;
False;3600520983936;CASTING CREME GLOSS 645 AMBRE;16;6.49;;
False;3600520983950;CASTING CREME GLOSS 700 BLOND;5;6.49;;
False;8423207207454;$? BICEN TOR MAIZ-QUES-ALB.123;38;2.35;;
False;8423207207461;$? BICEN TORT MAIZ-OLIV-CEB.123;50;2.35;;
False;8436032711065;$ BLOOM DOBLE EFICACIA APA+2 RE;15;6.95;;
False;3142761900278;$ FREGO TIRAS ROZENBAL MICROFIB;16;2.99;;
False;3600541235328;$ OLIA 10.0 VERY LIGHT BLOND;5;7.15;;
False;3600542306980;BAJA OLIA 2.0 BLACK;3;7.15;;
False;8423207207478;$? BICEN TOR MAIZ-TOMA-AC. 123;57;2.35;;
False;3600541234574;$ OLIA 4.15 ICED CHOCOLATE;15;7.15;;
False;3600541234673;$ OLIA 5.0 BROWN;1;7.15;;
False;3600541234871;$ OLIA 6.0 LIGHT BROWN;10;7.15;;
False;3600541375772;NUTRISSE 100 CAMOMILLE;6;4.95;;
False;3600541448339;NUTRISSE 101 RUB.PLATINO CENIZA;13;4.95;;
False;3600541375789;NUTRISSE 6.60 ROUGE VIBRANT;9;4.95;;
False;3600541375680;NUTRISSE 30 EBENE;11;4.95;;
False;3600541448230;NUTRISSE 6,41 SWEET AMBER;12;4.95;;
False;3600541375697;NUTRISSE 40 CACAO;3;4.95;;
False;3600541448278;NUTRISSE 5.35 (58) CHOCOLATE ES;4;4.95;;
False;3600541375741;NUTRISSE RUBIO DORADO N-7,3;15;4.95;;
False;3600541375758;NUTRISSE RUBIO CLARO N-8;13;4.95;;
False;8410764012188;? ARGAL LOMO EMBUCHADO PL 70;11;2.49;;
False;8410963003857;J25 GUSY LUZ DOS CARAS MOLTO;3;19.95;;
False;8422259984146;J15 DISFRAZ PASTOR T 12-24 MESE;1;7.95;;
False;8422259048541;J15 DISFRAZ REY MAG NIÑO 12-24M;1;12.95;;
False;8410412020305;# CHAMPU BABARIA MANZANIL 600 M;16;2.45;;
False;8420592006457;SEC GALON GUINDILLA VASCA 360G;9;4.99;;
False;3600541116399;$ GARNIER S.N.F.P.PROD BB P MED;8;9.95;;
False;2323224000000;RODR CENTRO JAMON  RESERVA ;27;18.99;;
False;2322292000000;RODR CENTRO JAMON  P.1/2;2;14.99;;
False;3601020016193;BLOCK NOTAS 80H 105X148CM 5X5;44;0.95;;
False;8410374510203;SANDIM BAÑERA PAJARO EXTERIOR;13;1.99;;
False;3601029829299;BL 2 ROTU.PIZARRA NEGRO EQUISSE;35;0.85;;
False;3601029829282;$ MR 2 MARCADORES PIZARRA  AZUL;17;0.85;;
False;3601020016254;CUADERNO CUARTO 100 HOJAS;2;1.20;;
False;5201184815045;BB 6 BOLSAS FIESTA MINNIE;5;1.00;;
False;9788408127895;GS VIAJE EN EL TIEMPO 5;1;19.95;;
False;8436001252117;$?# ABRIL ACEITE SUAVE 1 LITRO;199;4.29;;
False;8411135375604;DENENES SPRAY SOLAR FP-50 250 M;30;12.95;;
False;8411135441101;ECRAN AFTERSUN REPARADOR 250;61;7.95;;
False;8410100060507;MAGGI JUGO 125 GR;36;2.95;;
False;8410500018054;$ DAN BEBER FRESA 550;11;2.49;;
False;8410500018061;$ DAN BEBER FRESA-PLATANO 550;14;2.49;;
False;8422838043776;$CUELGA FÁCIL 4 UNIDADES;5;1.20;;
False;8411190037486;$ COOSUR V/EXTRA CORNICABRA 1L;105;8.29;;
False;7613032408879;GOURMET G GOLD D.PLACER 8X85;18;5.99;;
False;7613033782084;GOURMET G GOLD TERRINE 8X85G;18;5.99;;
False;8410087041230;$ DULCESOL PALMERITAS BANDE 113;50;0.99;;
False;8410087280356;$ DULCESOL BRIOCHOCO 120 GR;35;0.99;;
False;8410175052223;$# HERO VERDURA C/MERLU V-235;32;1.69;;
False;7622210269249;$#? MILKA CHOCO CHIPS AHOY 100;127;1.99;;
False;8410055885705;#? F.VELLA LEVITE NARANJA 1.15;46;1.75;;
False;8008698005576;$#? SCHAR PAN MOLDE CLASICO 300;76;2.55;;
False;8008698007389;$#? SCHAR PAN MOLDE CEREALE 300;79;2.55;;
False;9788467721898;AVENTURA LEER ROBIN HOOD;1;4.95;;
False;8436535310840;$AMBIENTADOR COCHE AROMA LIMPIO;19;3.19;;
False;8436535310864;$ AMBIENTADOR COCHE BEBE;34;3.19;;
False;8436535310871;$ AMBIENTADOR COCHE DAMA;20;3.19;;
False;8436535310888;$ AMBIENTADOR COCHE FRUTAS;25;3.19;;
False;8436571511478;AMBIENTADOR COCHE CEREZO;24;3.19;;
False;8410071100851; VIDAL PATATAS G.SELECCIO 150 G;4;1.99;;
False;8410031953763;$?# SMINT EUCALIPTO LATA 35 GR;94;2.45;;
False;2321381000000;MANOS CERDO FRESCAS;75;4.99;;
False;8412855164288;CUADERNO A5 80H CUA 4X4 60 GR ;33;0.99;;
False;8001365873157;ORPHEA REPELENTE NIÑOS 100 ML;6;6.99;;
False;0070177086664;TWINING TE VERDE 50G;11;4.65;;
False;3154143058118;$ COMPAS ORIGIN ADAPTADOR 3 PZS;8;5.95;;
False;4042448855930;2 ROLLOS TRANSPARENTES 10MX19MM;22;3.95;;
False;9788490431603;BUSCAPISTAS 7 EL CASO DEL T;2;6.95;;
False;9788490431610;BUSCAPISTAS 8 EL CASO DEL F;2;6.95;;
False;3601029813779;? 12 VASOS CARTON 25CL BIODEGRA;10;2.50;;
False;8414493980022;$? CERVEZA ZEREP TOSTADA 33 CL.;168;1.15;;
False;7613034592880;$ SOLIS TOMATE FRITO BR-6X350 G;48;4.95;;
False;8410111002060;$ ISAB SARDINA PICANTONA 81GRS;15;1.75;;
False;8410698050072;BAJA CUCA ATUN CLARO NATUR 3X67;16;5.99;;
False;8410698073439;$ CUCA SARDINILLA OLIVA 63G;135;2.65;;
False;8410698077291;CUCA SARDINILLA TOMATE 60G;54;2.89;;
False;8412776530049;BARRA RECTA EXTENSIBLE 120-220;6;12.00;;
False;8410705023549;# MAH CHURROS CHOCOLATE 240 GR;28;2.79;;
False;8413022055118;YANG-TSE FIDEOS ORIENTALES 250G;17;2.35;;
False;8410060580602;$# ?  ESPU CABEZA  CERDO 80 GR;49;1.59;;
False;8436538552506;$SENTI-2 SUERO FISIO MONODO 30U;11;3.25;;
False;8410705023051;MAH CROQUETA MAESTR.MARISCO 300;18;3.15;;
False;8410092142366;FIND VAPOR 4 ESTACIONES 400;24;2.95;;
False;8410092142380;? FIND VAPOR GOURMET 350;20;2.95;;
False;8422175130863;BBPUFF CUADRADO GRES;1;34.90;;
False;8413150671044;BBTROLLEY 4 R POLI 36 X 51 X 22;3;42.95;;
False;2321250000000;$ ? LOMO AJILLO OFERTA CAYSAN;3;6.99;;
False;8410104124632;FINISH GEL TODO EN1 REGUR 50 DO;25;9.95;;
False;8410104660031;BAJA  WICK AEROSOL PURE FLOR ;7;3.95;;
False;8410104660024;AIR WICK AEROSOL PURE NENUC 375;16;3.95;;
False;8470001521224;REPEL BITE NATUR PARCH REPEL 5M;3;6.99;;
False;7311310331276;S.MARIA TORTILLA TRIGO 320;13;2.55;;
False;8723400945963;$#? TRIDENT HIERBABUENA BO-82,6;43;3.20;;
False;8723400946052;$#? TRIDENT FRESA BOT-82,6 ;26;3.20;;
False;8423207208031;$#? BICEN TOR MAIZ-SETA-TR-Q123;115;2.35;;
False;3142765106423;$# MOPA ATRAPAPOLV CON 10 GAMUZ;23;5.75;;
False;3142762140284;$ RASQUETA BI-MATERIA-FEELING;13;2.29;;
False;3142765100544;CEPILLO FLEXIBLE;13;1.75;;
False;3142765100759;CEPILLO LIMPIEZA RINCONES;21;1.99;;
False;3142762150917;BAYETA MULTIUSOS 50 UND 20X40 C;8;3.39;;
False;9788467552089;FUTBOLISIMOS 2 LOS OCHO GOLES ;3;12.95;;
False;9788467569162;FUTBOLISIMOS 3 EL PORTERO FANT;2;12.95;;
False;9788467574159;FUTBOLISIMOS 5 EL ROBO IMPOSIB;1;12.95;;
False;9788467577693;FUTBOLISIMOS 6 EL CASTILLO EMB;2;12.95;;
False;9788467576931;BVB PUPI QUIERE SER FUTBOLISTA;1;8.50;;
False;9788467576948;BVB PUPI EL CUMPLEAÑOS DE PUPI;1;8.50;;
False;9788467577037;BVA 1 CAPITAN CALZONCILLOS AVEN;2;8.75;;
False;9788467577044;BVA 2 CAPITAN CALZONCILLOS ATAQ;1;8.75;;
False;8410569110119;$#? AMSTEL ORO LATA 33 CL.;670;0.82;;
False;8411135268036;GIORGI CERA FIJADORA MATE 75 ML;7;2.99;;
False;8411135268043;BAJA  CREMA LOOK TUPE 125 ML;1;3.95;;
False;4006885166301;WOLFCRAFT INICIO 5 DISCOS 115MM;4;11.50;;
False;8422838043257;ABREBOTELLAS 2 UNIDADES;12;1.00;;
False;8426583715643;RASCADOR ESPECIAL VITRO+2CUCHIL;8;1.00;;
False;8420878580084;PALA CHORIZO SARTA IBERICO 200;18;4.49;;
False;5449000096203;$? COCA COLA ZERO ZERO 2 X 2 L;146;4.10;;
False;5449000192066;FANTA ZERO NARANJA 2 X 2 L.;20;3.60;;
False;4005900388834;NIVEA DEO ROLL-ON COOL KICK 50 ;9;2.15;;
False;8711000476338;$? NATREEN STEVIA LIQUIDO 125 ;22;4.99;;
False;8412119368339;GRAUVELL BOTA KENTUCKY BROWN 40;1;40.00;;
False;5053827140126;KELLOG EXTRA ORIGINAL 375 G;84;4.75;;
False;5053827139229;$?# KELLOG EXTRA CHOCO 375G;147;4.75;;
False;5053827139335;BAJA KELLOG ALL-BRAN CHOCO 375G;12;3.99;;
False;7613035203112;? YOGOLINO PERA 4X100 GR;23;2.79;;
False;8412796123009;TAYG CAJA HERRAMIENTAS N 23;8;12.50;;
False;8412796251023;TAYG GAVETA N 51 AZUL;30;1.85;;
False;8412796304002;TAYG ESTANTE 4 CAJONES;17;20.40;;
False;8412796309007;TAYG ESTANTE 9 CAJONES;10;21.50;;
False;8410655006586;$ SAN MIGUEL 0'0 % 12 X 33 CL.;41;7.95;;
False;8423207208048;$#? BICEN TORT MINI MAIZ POP 70;52;1.65;;
False;8004690053195;>>MOLISANA RIGATONI 500G;26;1.95;;
False;8004690052846;>>MOLISANA FUSILLI 500G;28;1.95;;
False;8711327374515;$ BEN-J PEANUT BUTTERCUP 425 G;9;6.95;;
False;8410175056856;HERO TEMP.MERM MANGO 350G;30;2.99;;
False;8411135007048;ECRAN SUNNIQUE MILK PIST FP-50;42;13.29;;
False;8411135480926;ECRAN SUNNIQUE SPRAY F30 250;11;11.95;;
False;8411135375628;DENENES SPRAY  WET SKIN F50 25;21;12.95;;
False;3154145595116;BL PORTAMINAS AUTOM PEPS 0.5MM;5;2.50;;
False;5000111044202;AMOY SAUCE DARK SOY FR-150ML;7;2.45;;
False;5000111044226;AMOY SAUCE LIGHT SOY FR-150 ML;5;2.45;;
False;5010928459502;BAJA AMOY COCONUT MILK L-400ML;15;3.25;;
False;8435159705377;BM TACOS PARED BLANCOS 5 X 21MM;1;1.10;;
False;4005900131256;N.SUN ACEITE PRO&BRONC FP30 200;23;13.95;;
False;4005808445905;N.SUN ACEITE ZANAHORIA FP6 200;58;7.75;;
False;4047008004759;$ DR OETKER NATAFIX 30GRS;18;1.55;;
False;3086123307056;BL 12 ROTU.COLORES SDOS.BABY;7;6.80;;
False;5998749127049;$# PEDIGREE P T.BITES CHEESY140;38;2.55;;
False;5998749126943;$ PEDIGREE P T.BITES CUBES 130 ;18;2.55;;
False;5900951253577;$ CESAR P DELICIAS GELATI 4X100;42;3.45;;
False;5900951253553;$? CESAR P DELICIAS SALSA 4X100;32;3.45;;
False;8410104032814;$? DETER COLON GEL VANISH 40 L;25;10.95;;
False;8420637000327;PRIETOS LICOR DE HIERBAS 3 L.;5;32.95;;
False;8435119220117;$ MOLINO REAL GELTATIN FRESA170;14;1.59;;
False;8435119220025;MOLINO REAL GELATINA LIMON 170G;6;1.59;;
False;8435119220070;MOLINO REAL FLAN CARAMELO 190G;8;1.59;;
False;8435119220094;MOLINO REAL LEVADURA 90G;32;1.09;;
False;8435119220124;$ MOLINO REAL CUAJADA 48G;32;1.39;;
False;8435119240061;? MOLINO REAL FIDEO COLORES 60;7;1.29;;
False;8435119240085;? MOLINO REAL FIDEO CHOCOLA 55;4;1.45;;
False;8445290071828;ONE G ADULTO SALMON 800 G;19;5.50;;
False;8445290099426;? ONE G ESTERILIZAD BUEY 800G;21;5.50;;
False;8445290109637;$?ONE G ESTERILIZAD SENSIBL 800;27;5.50;;
False;8445290071934;# ONE G ESTERILIZ SALMON 800G;24;5.50;;
False;8445290067890;$? ONE G BOLAS PELO 800G;20;5.50;;
False;8445290067937;?# ONE G TRACTO URINARIO 800 G;23;5.50;;
False;7311310388027;S.MARIA SALSA HOT PEPPER 85 ML;17;1.44;;
False;7311312001764;S.MARIA SALSA TACO MILD 230G;3;1.99;;
False;5400338064845;MARTILLO PERFORADOR 1600W;2;129.95;;
False;8414834655022;BB5 PORTALÁMPAR HALÓGENOS GU-10;3;5.00;;
False;8436533731470;$ #? DEORO ROSCA SERRA-BA-Q 480;49;3.38;;
False;8436533732118;$?  DEORO ROSCA LOMO-BAC-QU 480;51;3.38;;
False;8436533732415;DEORO ROSQUITA IBERICA 200 GR;23;2.11;;
